Account Name,DBA,City,State,County,Business License App Category Name,Expire Date
"Barkly Manor, LLC",Barkly Manor,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Barks n Bubbles,N/A,Avon,CO,EAGLE,Pet Boarding and/or Training,3/2/2026
Barks n Bubbles,N/A,Avon,CO,EAGLE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Barks N' Bubbles,N/A,Carbondale,CO,GARFIELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
Barks on Broadway LLC,N/A,Englewood,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Barks on Broadway LLC,N/A,Englewood,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Barnes Ace Inc.,Bon Pet Supply,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Self Wash Facility,3/2/2026
Barrett Stanley Emprise LLC,Camp Bow Wow Boulder,Boulder,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
Barrett Stanley Emprise LLC,Camp Bow Wow Boulder,Boulder,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bayfield Grooming LLC,Pawsh Pet Salon and Boutique,Bayfield,CO,LA PLATA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Beai's Grooming Salon LLC,Beai's Grooming Salon,Evans,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bear Creek Animal Hospital of Craig Inc.,"Bear Creek Labradors,The Craig Animal Shelter",Craig,CO,MOFFAT,Pet Boarding and/or Training,3/2/2026
Bear Creek Animal Hospital of Craig Inc.,"Bear Creek Labradors,The Craig Animal Shelter",Craig,CO,MOFFAT,Large Scale Dog Breeder,3/2/2026
Bear Creek Animal Hospital of Craig Inc.,"Bear Creek Labradors,The Craig Animal Shelter",Craig,CO,MOFFAT,Pet Animal Small Shelter,3/2/2026
Bear Creek Animal Hospital of Craig Inc.,"Bear Creek Labradors,The Craig Animal Shelter",Craig,CO,MOFFAT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Bear Valley Veterinary Clinic, P.C.",Bear Valley Veterinary Care Center,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
"Bear Valley Veterinary Clinic, P.C.",Bear Valley Veterinary Care Center,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bearpoint Kennel LLC,N/A,Calhan,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Bearpoint Kennel LLC,N/A,Calhan,CO,EL PASO,Pet Handler,3/2/2026
Bearpoint Kennel LLC,N/A,Calhan,CO,EL PASO,Large Scale Dog Breeder,3/2/2026
"Beast to Beauty Pet Grooming, LLC",N/A,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Beasties LLC,N/A,Pueblo,CO,PUEBLO,Pet Boarding and/or Training,3/2/2026
Beasties LLC,N/A,Pueblo,CO,PUEBLO,Retail / Wholesale of Pet Animals,3/2/2026
Beasties LLC,N/A,Pueblo,CO,PUEBLO,Reptile / Amphibian Breeder,3/2/2026
Beasties LLC,N/A,Pueblo,CO,PUEBLO,Pet Animal Small Shelter,3/2/2026
Beauty Spa for Paws LLC,N/A,Brighton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Beckie S. Korthuis,Cottonwood Farm,Delta,CO,DELTA,Small Scale Dog Breeder,3/2/2026
Becky L Minney,Becky's Paws and Claws Pet Grooming,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Bed N Biscuit Inn, Inc.",N/A,Keenesburg,CO,WELD,Pet Boarding and/or Training,3/2/2026
"Bed N Biscuit Inn, Inc.",N/A,Keenesburg,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Beds N Biscuits LLC,Beds-N-Biscuits,Wheat Ridge,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
Beds N Biscuits LLC,Beds-N-Biscuits,Wheat Ridge,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bee Clean Auto Wash LLC,N/A,Greeley,CO,WELD,Pet Grooming Facility - Self Wash Facility,3/2/2026
Bejar Services LLC,Bejar Westies,Loveland,CO,LARIMER,Large Scale Dog Breeder,3/2/2026
Belinda Rodine,Mountain Mutts Bath House,Livermore,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bells Grooming,Bell's Grooming,Grand Junction,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bengals Pride,N/A,Arvada,CO,JEFFERSON,Cat Breeder,3/2/2026
Bernese Mountain Dog Club of the Rockies,N/A,Longmont,CO,BOULDER,Pet Animal Small Rescue,3/2/2026
Berthoud Pet Supply,N/A,Berthoud,CO,LARIMER,Retail / Wholesale of Pet Animals,3/2/2026
Berthoud Pet Supply,N/A,Berthoud,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Best Dog Groomers Colorado Springs,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Best Friends Animal Society,Best Friends Animal Sanctuary,Kanab,UT,OUT OF STATE,Pet Transporter,3/2/2026
Best Friends Pet Care,Wag Resort,Grand Junction,CO,GRAND,Pet Boarding and/or Training,3/2/2026
Best Friends Pet Care,Wag Resort,Grand Junction,CO,GRAND,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Best Friends Pet Care Inc,Digstown,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Best Friends Pet Care Inc,Digstown,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Best Friends Pet Care Inc LLC,Wag Resort,Grand Junction,CO,GRAND,Pet Boarding and/or Training,3/2/2026
Best Friends Pet Care Inc LLC,Wag Resort,Grand Junction,CO,GRAND,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Best Friends Pet Care, Inc.",N/A,Wheat Ridge,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"Best Friends Pet Care, Inc.",N/A,Wheat Ridge,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Best in Show LLC,N/A,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Betty Roos,Betty's Dogs,Dacono,CO,WELD,Small Scale Dog Breeder,3/2/2026
Bianka M Williams,Bianka's Dackels,Pueblo,CO,PUEBLO,Small Scale Dog Breeder,3/2/2026
Bichon Frise Get Away,House of Fuzzypups,Parker,CO,ELBERT,Pet Boarding and/or Training,3/2/2026
Bichon Frise Get Away,House of Fuzzypups,Parker,CO,ELBERT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Big Bones Canine Rescue,N/A,Wellington,CO,WELD,Pet Animal Small Shelter,3/2/2026
"Big Bones Canine Rescue Service, Inc.",N/A,Windsor,CO,WELD,Pet Animal Small Shelter,3/2/2026
"Big Dogs Huge Paws, Inc.",N/A,Larkspur,CO,DOUGLAS,Pet Animal Large Rescue,3/2/2026
Big Dogs LLC,Big Dogs Grooming,Canon City,CO,FREMONT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Big Primpin,Big Primpin,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Big Sky Ranch Bed and Biscuit, LLC",N/A,Jefferson,CO,PARK,Pet Boarding and/or Training,3/2/2026
"Big Sky Ranch Bed and Biscuit, LLC",N/A,Jefferson,CO,PARK,Pet Handler,3/2/2026
Biggs Lagoon,N/A,Longmont,CO,WELD,Aquarium Only,3/2/2026
Bird D's Grooming & Embroidery LLC,Bird D's Grooming,Pueblo,CO,PUEBLO,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Bite Me Catering, LLC",Rover's Stay and Play,Wheat Ridge,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"Bite Me Catering, LLC",Rover's Stay and Play,Wheat Ridge,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"BJ, Inc.",Pet Supplies Plus,Littleton,CO,ARAPAHOE,Retail / Wholesale of Pet Animals,3/2/2026
"BJ, Inc.",Pet Supplies Plus,Littleton,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Black Canyon Doodles LLC,Rocky Mtn Bernedoodles,Montrose,CO,MONTROSE,Large Scale Dog Breeder,3/2/2026
Black Canyon Pet Lodge LLC,Pearl's Pet Lodge,Montrose,CO,MONTROSE,Pet Boarding and/or Training,3/2/2026
Black Forest Dog Resort LLC,Black Forest Dog Resort,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Black Forest Dog Resort LLC,Black Forest Dog Resort,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Black Ops Rescue,N/A,Northglenn,CO,ADAMS,Pet Animal Small Rescue,3/2/2026
Blackhat Humane Society,N/A,Cortez,CO,MONTEZUMA,Pet Animal Large Rescue,3/2/2026
Blackhat Humane Society,N/A,Cortez,CO,MONTEZUMA,Pet Transporter,3/2/2026
BlackPaw LLC,N/A,Louisville,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Blessed Beyond Dobermans LLC,N/A,Pueblo West,CO,PUEBLO,Large Scale Dog Breeder,3/2/2026
BLG Dawgs II LLC,Dogtopia of Parker,Parker,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
BLG Dawgs II LLC,Dogtopia of Parker,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"BLG Dawgs, LLC",Dogtopia of Denver Tech Center,Englewood,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
"BLG Dawgs, LLC",Dogtopia of Denver Tech Center,Englewood,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Blooms Grooming, LLC",N/A,Cedaredge,CO,DELTA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Blossom Dog Training LLC,Dog Trainer,Delta,CO,DELTA,Pet Boarding and/or Training,3/2/2026
Blue Ridge Reefs,N/A,Castle Rock,CO,DOUGLAS,Aquarium Only,3/2/2026
Blue Sky Pet Supply,N/A,West Valley City,UT,OUT OF STATE,Pet Transporter,3/2/2026
Blue Wolf Solutions LLC,N/A,Aurora,CO,DENVER,Pet Grooming Facility - Mobile Groomer,3/2/2026
Blue Wolf Solutions LLC,N/A,Aurora,CO,DENVER,Independent Contractor (IC) Pet Groomer,3/2/2026
Boarding for Rescues and Animal Welfare,N/A,El Campo,TX,OUT OF STATE,Pet Transporter,3/2/2026
Boardmoor Pet Resort LLC,N/A,Fountain,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Boardmoor Pet Resort LLC,N/A,Fountain,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bob Retail LLC,Paws N Play Beeler Park,Denver,CO,DENVER,Pet Grooming Facility - Self Wash Facility,3/2/2026
Bob Retail LLC,Paws 'n' Play Park Hill,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bob Retail LLC,Paws 'n' Play Arvada,Arvada,CO,JEFFERSON,Pet Grooming Facility - Self Wash Facility,3/2/2026
"Boing US Holdco, LLC",Take 5 Car Wash,Golden,CO,JEFFERSON,Pet Grooming Facility - Self Wash Facility,3/2/2026
"Bone A Fide, Inc.",Ken Caryl Pet Spa,Littleton,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bonnie Robinson,Goldendoodles of Colorado,Peyton,CO,EL PASO,Small Scale Dog Breeder,3/2/2026
Bonnie Stoney,Stoneys,Olney Springs,CO,CROWLEY,Small Scale Dog Breeder,3/2/2026
Bosque Spay Neuter,Paws and Claws Resource Center,Clifton,TX,OUT OF STATE,Pet Transporter,3/2/2026
Bounce Animal Rescue,N/A,Fort Collins,CO,LARIMER,Pet Animal Large Rescue,3/2/2026
Bounce Animal Rescue,N/A,Fort Collins,CO,LARIMER,Pet Transporter,3/2/2026
Bounding Hounds LLC,Bounding Hounds,Firestone,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bowser Bubbles Pet Salon,N/A,Sedalia,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Boy the Great LLC,The Pooch Mobile,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
"BP Dog Training, LLC",Blackpaw Corporation,Lafayette,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
Brackett Farm LLC,Top Brackett Danes and French Bulldogs,Grand Junction,CO,MESA,Small Scale Dog Breeder,3/2/2026
Braco Pet LLC,Woof Gang Bakery & Grooming Boulder,Boulder,CO,BOULDER,Pet Handler,3/2/2026
Braco Pet LLC,Woof Gang Bakery & Grooming Boulder,Boulder,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bradburn Group LLC,The Proper Pup Dog Training,Pueblo,CO,PUEBLO,Pet Handler,3/2/2026
Brandi Wright,Pup Culture,Arvada,CO,JEFFERSON,Pet Grooming Facility - Mobile Groomer,3/2/2026
Brandie Popejoy,Doggie Doo,Fort Collins,CO,LARIMER,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Brazos Cattle Company, Inc.",Brazos Kennels,Alamosa,CO,CONEJOS,Small Scale Dog Breeder,3/2/2026
"Breanne's Bed & Biscuits, LLC",N/A,Denver,CO,DENVER,Pet Handler,3/2/2026
Breeder Release Adoption Service,N/A,Boncarbo,CO,LAS ANIMAS,Pet Animal Small Shelter,3/2/2026
Brenda Contrearas,Groomer,Florence,CO,FREMONT,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Brenda K. Fettig Dougherty,Tender Touch Grooming by Brenda,Grand Junction,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Brenda M. Baar,Baar None Weims,Joes,CO,YUMA,Small Scale Dog Breeder,3/2/2026
Brian Baines,N/A,Littleton,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Brian Williams,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Brianna A Dickson,Classy Pawz,Commerce City,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bright Star K9,Bright Star K9,Fort Collins,CO,LARIMER,Pet Handler,3/2/2026
Brighter Days Dog Rescue,N/A,Superior,CO,BOULDER,Pet Animal Large Rescue,3/2/2026
Brighton Car Wash and Detail,N/A,Brighton,CO,ADAMS,Pet Grooming Facility - Self Wash Facility,3/2/2026
Brittany Powell,1 Clean Pup,Loveland,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Brittany Rowley,Spaw,HOTCHKISS,CO,DELTA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Brittany Schillinger,N/A,Pueblo,CO,PUEBLO,Pet Boarding and/or Training,3/2/2026
"BRM CO MGMT, LLC",Homestead Animal Hospital,Centennial,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
"BRM CO MGMT, LLC",Chatfield Veterinary Hospital,Littleton,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"BRM CO MGMT, LLC",Blue Sky Animal Clinic,Loveland,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
"Broadway Enterprises, LLC",Canyon View Car Wash,Grand Junction,CO,MESA,Pet Grooming Facility - Self Wash Facility,3/2/2026
Brocker LLC/Earthdog,Earthdog Denver,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Brocker LLC/Earthdog,Earthdog Denver,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Brooke A. Dunaway,Busy B Grooming,Fort Collins,CO,LARIMER,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Brown Veterinary Hospital, Inc.",Broadmoor Bluffs,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Bruce Elsey,All Cat Clinic,Englewood,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Bruce Elsey,All Cat Clinic,Englewood,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Bruce Johnson,Waggin' Tongue Rescue,La Veta,CO,HUERFANO,Pet Animal Small Rescue,3/2/2026
"Brush,Bath & Beyond inc.",N/A,Kiowa,CO,ELBERT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Buddy's Haven INC,Mobile Grooming,Yoder,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Butternut Squash Dog Sitting,N/A,Littleton,CO,ARAPAHOE,Pet Handler,3/2/2026
"Byers Peak Veterinary Clinic, Inc",N/A,Fraser,CO,GRAND,Pet Boarding and/or Training,3/2/2026
BZ Dog Training LLC,N/A,Thornton,CO,ADAMS,Pet Handler,3/2/2026
"Calae's Pet Resort, LLC",N/A,Brighton,CO,ADAMS,Pet Boarding and/or Training,3/2/2026
"Calae's Pet Resort, LLC",N/A,Brighton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Caleigh?s Happy Hounds LLC,N/A,Florence,CO,FREMONT,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Calhan Veterinary Clinic P.C.,N/A,Calhan,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Calling All Dogs Mobile Grooming,N/A,Fountain,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Calm Critters LLC,Zen Den Pet Spa,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Calvert Dog Academy,N/A,Denver,CO,ADAMS,Pet Handler,3/2/2026
Camp Berner LLC,Dog daycare/boarding facility,Blackhawk,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
Camp Berner LLC,Dog daycare/boarding facility,Blackhawk,CO,BOULDER,Pet Handler,3/2/2026
Camp Bow Wow Fort Collins,Camp Bow Wow Fort Collins,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Camp Bow Wow Fort Collins,Camp Bow Wow Fort Collins,Fort Collins,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Camp Bow Wow Longmont,Camp Bow Wow Longmont,Longmont,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
Camp Bow Wow Longmont,Camp Bow Wow Longmont,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Camp Bow Wow Loveland Colorado,Camp Bow Wow Loveland,Loveland,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Camp Bow Wow Loveland Colorado,Camp Bow Wow Loveland,Loveland,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Camp Furry Paws,N/A,Canon City,CO,FREMONT,Pet Boarding and/or Training,3/2/2026
"Canine Cottage, LLC",All Breed Mobile Pet Grooming,Delta,CO,DELTA,Small Scale Dog Breeder,3/2/2026
"Canine Cottage, LLC",All Breed Mobile Pet Grooming,Delta,CO,DELTA,Independent Contractor (IC) Pet Groomer,3/2/2026
"Canine Cuts Grooming Salon, LLC",N/A,Johnstown,CO,WELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
Canine Hair Design,N/A,Estes Park,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Canine Health Resort, LLC",N/A,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Canine Partners of the Rockies,N/A,Aurora,CO,ARAPAHOE,Retail / Wholesale of Pet Animals,3/2/2026
"Canine Psychology Center, LLC",N/A,Pine,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"Canine's Canyon, Inc.",N/A,Golden,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"Canine's Canyon, Inc.",N/A,Golden,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Canyon Critters LLc,N/A,Golden,CO,BOULDER,Commercial Pet Animal Facility,3/2/2026
Carey Unrein,Hobby,Canon City,CO,FREMONT,Bird Band,3/2/2026
Caring 4 Paws LLC,N/A,Westminster,CO,ADAMS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Carla Richardson,Sky Siberians,La Veta,CO,HUERFANO,Small Scale Dog Breeder,3/2/2026
Carman Beck,N/A,Berthoud,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Carol May,Little Paws Dog Care,Montrose,CO,OURAY,Pet Boarding and/or Training,3/2/2026
Carolyn McKenzie Jones,Carolyn's Mobile Grooming,Creede,CO,MINERAL,Pet Grooming Facility - Mobile Groomer,3/2/2026
Carrie Harmon,Bandit's Hideout,Fort Collins,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Carros, Inc.",Wag N Wash,Monument,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Carson Family Enterprises, Inc.",Exotic Birds of Denver,Englewood,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Carson Family Enterprises, Inc.",Exotic Birds of Denver,Englewood,CO,ARAPAHOE,Bird Band,3/2/2026
"Carson Family Enterprises, Inc.",Exotic Birds of Denver,Englewood,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
"Carson Family Enterprises, Inc.",Exotic Birds of Denver,Englewood,CO,ARAPAHOE,Retail / Wholesale of Pet Animals,3/2/2026
"Carson Family Enterprises, Inc.",Exotic Birds of Denver,Englewood,CO,ARAPAHOE,Bird Breeder,3/2/2026
Carter's Cute Cuts,N/A,Denver,CO,DENVER,Independent Contractor (IC) Pet Groomer,3/2/2026
Caryn Y Grisham,Caryn's Classy Critters,Grand Junction,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Cas and Matts Pet Care,Dog Cabin Resort,gunnison,CO,GUNNISON,Pet Boarding and/or Training,3/2/2026
Cas and Matts Pet Care,Dog Cabin Resort,gunnison,CO,GUNNISON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Cassandra Green,Green's Mountain Cabin of Aussies,Cotopaxi,CO,FREMONT,Small Scale Dog Breeder,3/2/2026
Cassandra Weeks,Sweetheart Pet Grooming,Loveland,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Castle Canine Corporation,Camp Bow Wow - Castle Rock,Castle Rock,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
Castle Canine Corporation,Camp Bow Wow - Castle Rock,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Castle Peak Veterinary Service,Castle Peak Veterinary Service,Eagle,CO,EAGLE,Pet Boarding and/or Training,3/2/2026
Castle Rock Bernedoodles LLC,N/A,Castle Rock,CO,DOUGLAS,Large Scale Dog Breeder,3/2/2026
Cat Care Durango,N/A,Durango,CO,LA PLATA,Pet Boarding and/or Training,3/2/2026
Cat Care Durango,N/A,Durango,CO,LA PLATA,Pet Animal Sanctuary,3/2/2026
Cat Care Society,N/A,Lakewood,CO,JEFFERSON,Pet Animal Small Shelter,3/2/2026
Catnip Foundation at Big Sky Ranch,N/A,Folsom,LA,OUT OF STATE,Pet Transporter,3/2/2026
Catology LLC,N/A,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Catology LLC,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
cats alive slv,N/A,Del Norte,CO,RIO GRANDE,Pet Animal Large Rescue,3/2/2026
Cats League & Assistance of the Western Slope Adoption Center,CLAWS Cat Adoption Center,Grand Junction,CO,MESA,Pet Animal Small Shelter,3/2/2026
Cats League and Assistance of the Western Slope,CLAWS,Grand Junction,CO,MESA,Pet Animal Small Shelter,3/2/2026
"Cavalier King Charles Spaniel Club Rescue, Inc.",CKSCSCR or Cavalier Rescue USA,Boulder,CO,BOULDER,Pet Animal Small Rescue,3/2/2026
Cavalli's Husky & Wolfdog Rescue,N/A,Fountain,CO,EL PASO,Pet Animal Small Rescue,3/2/2026
Cavies and Canines Animal Rescue,N/A,Wellington,CO,LARIMER,Pet Animal Large Rescue,3/2/2026
Cavy Care Inc,N/A,Aurora,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Cavy Care Inc,N/A,Aurora,CO,ARAPAHOE,Pet Animal Small Rescue,3/2/2026
"CB Parker, LLC",City Bark,Parker,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
"CB Parker, LLC",City Bark,Parker,CO,DOUGLAS,Pet Grooming Facility - Self Wash Facility,3/2/2026
"CBW Operating, Inc.",Camp Bow Wow,Westminster,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"CBW Operating, Inc.",Camp Bow Wow,Westminster,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Celia L. Steves,Mudpuppy Grooming,Pueblo,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Centerpiece Puppies, LLC",N/A,Greeley,CO,WELD,Small Scale Dog Breeder,3/2/2026
Central Park Investments,Mountain View Car Wash,Steamboat Springs,CO,ROUTT,Pet Grooming Facility - Self Wash Facility,3/2/2026
Charlotte Terry,Charlie's Grooming,Grand Junction,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Charnobragan Acres, LLC",N/A,Elizabeth,CO,ELBERT,Small Scale Dog Breeder,3/2/2026
Chazra J. Dotts,"F & E Bulldogs,Frenchies and English Bulldogs",Austin,CO,DELTA,Small Scale Dog Breeder,3/2/2026
